Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
14581 Turner,16028105.,Salenbien Trucking & Excavating Inc.,$12892.50,04/11/2017,No,7,42.396592,-83.148243,"14581 Turner
(42.396592, -83.148243)",Chalfonte
14586 Kentucky,16036452.,Rickman Enterprise Group,$22180.00,02/02/2016,No,7,42.396522,-83.158069,"14586 Kentucky
(42.396522, -83.158069)",Chalfonte
14616 Hubbell,22038994.,Rickman Enterprise Group,$34460.00,07/25/2016,No,1,42.396227,-83.188338,"14616 Hubbell
(42.396227, -83.188338)",Bethune Community
14623 Freeland,22036268-9,"Adamo Group, Inc.",$10594.00,07/11/2016,No,1,42.396358,-83.18556,"14623 Freeland
(42.396358, -83.18556)",Bethune Community
14636 Charlevoix,21000865.,Timesavers Contracting,$16881.00,07/27/2015,Yes,4,42.383669,-82.947926,"14636 Charlevoix
(42.383669, -82.947926)",Riverbend
14640 Ohio,16033729.,Salenbien Trucking & Excavating Inc.,$8125.00,04/10/2017,No,7,42.397319,-83.155016,"14640 Ohio
(42.397319, -83.155016)",Chalfonte
14701 Kercheval,21000838.,Able Demolition,$26836.00,11/10/2014,No,4,42.380058,-82.944989,"14701 Kercheval
(42.380058, -82.944989)",Riverbend
14725 Kercheval,21000840.,Rickman Enterprise Group,$9090.00,09/23/2015,Yes,4,42.380171,-82.944676,"14725 Kercheval
(42.380171, -82.944676)",Riverbend
14822 Hartwell,22028633.,DMC Consultants,$4916.25,08/21/2014,No,2,42.397623,-83.177521,"14822 Hartwell
(42.397623, -83.177521)",Bethune Community
14826 GRIGGS,16041063.,Able Demolition,$33984.00,12/16/2015,No,2,42.398315,-83.162341,"14826 GRIGGS
(42.398315, -83.162341)",Bethune Community
14832 Tuller,16026781.,"Adamo Group, Inc.",$12488.00,07/17/2015,No,7,42.398605,-83.146572,"14832 Tuller
(42.398605, -83.146572)",Chalfonte
14840 Cloverdale,16029035.,DMC Consultants,$16911.80,06/27/2014,No,7,42.398674,-83.14881,"14840 Cloverdale
(42.398674, -83.14881)",Chalfonte
14856 Cloverlawn,16031239.,Homrich,$20200.00,11/11/2015,No,2,42.398873,-83.152004,"14856 Cloverlawn
(42.398873, -83.152004)",Chalfonte
14856 Monica,16021156.,Able Demolition,$11370.00,12/14/2015,No,7,42.398957,-83.143091,"14856 Monica
(42.398957, -83.143091)",Chalfonte
14879 Appoline,22021710.,Able Demolition,$10059.60,12/15/2014,No,2,42.398848,-83.170538,"14879 Appoline
(42.398848, -83.170538)",Bethune Community
14903 Ohio,16034324.,DMC Consultants,$8800.00,05/20/2014,No,2,42.39948,-83.155687,"14903 Ohio
(42.39948, -83.155687)",Chalfonte
14903 Stoepel,16019584.,Salenbien Trucking & Excavating Inc.,$14850.00,04/06/2017,No,7,42.399587,-83.141513,"14903 Stoepel
(42.399587, -83.141513)",Chalfonte
14909 Stoepel,16019583.,Able Demolition,$7979.00,09/25/2014,No,7,42.399675,-83.141517,"14909 Stoepel
(42.399675, -83.141517)",Chalfonte
14916 Mendota,16042852.,DMC Consultants,$8816.00,06/27/2014,No,2,42.399494,-83.164618,"14916 Mendota
(42.399494, -83.164618)",Bethune Community
14920 Indiana,16035562.,Salenbien Trucking & Excavating Inc.,$22337.00,04/10/2017,No,2,42.399733,-83.157189,"14920 Indiana
(42.399733, -83.157189)",Chalfonte
14921 Indiana,16036108.,Salenbien Trucking & Excavating Inc.,$19885.00,04/10/2017,No,2,42.399727,-83.157755,"14921 Indiana
(42.399727, -83.157755)",Chalfonte
14940 Wyoming,16037437-8,1 Way Service,$13600.00,06/03/2014,Yes,2,42.399974,-83.159244,"14940 Wyoming
(42.399974, -83.159244)",Chalfonte
14950 Mark Twain,22036738.,Rickman Enterprise Group,$9990.00,01/11/2016,No,1,42.399224,-83.18612,"14950 Mark
(42.399224, -83.18612)",Bethune Community
14956 Mark Twain,22036739.,Brown Environmental Construction,$15400.00,03/11/2016,No,1,42.399336,-83.186125,"14956 Mark
(42.399336, -83.186125)",Bethune Community
14957 Steel,22022943.,Able Demolition,$9872.75,09/26/2014,No,2,42.399877,-83.171628,"14957 Steel
(42.399877, -83.171628)",Bethune Community
15000 Washburn,16039171.,Rickman Enterprise Group,$22200.00,07/05/2016,No,2,42.400365,-83.160321,"15000 Washburn
(42.400365, -83.160321)",Bethune Community
15118 Mendota,16042877.,Futurenet Group,$6612.00,03/11/2014,No,2,42.401847,-83.164731,"15118 Mendota
(42.401847, -83.164731)",Bethune Community
1519 Alter,21063208.,DMC Consultants,$23577.51,10/05/2015,No,4,42.378474,-82.942256,"1519 Alter
(42.378474, -82.942256)",Riverbend
1525 Alter,21063207.,DMC Consultants,$14407.00,10/05/2015,No,4,42.378548,-82.942304,"1525 Alter
(42.378548, -82.942304)",Riverbend
1525 Fairview,21042535.,Rickman Enterprise Group,$18220.00,02/25/2016,No,4,42.365842,-82.974328,"1525 Fairview
(42.365842, -82.974328)",East Village
1527 Alter,21063206.,DMC Consultants,$20466.00,10/05/2015,No,4,42.378622,-82.942352,"1527 Alter
(42.378622, -82.942352)",Riverbend
15326 Snowden,22027752.,"Adamo Group, Inc.",$13326.00,07/13/2016,No,2,42.40257,-83.176666,"15326 Snowden
(42.40257, -83.176666)",Bethune Community
15337 Freeland,22036222.,DMC Consultants,$7593.75,08/26/2014,No,1,42.402587,-83.185816,"15337 Freeland
(42.402587, -83.185816)",Bethune Community
15341 Mark Twain,22037259.,DMC Consultants,$7497.50,06/27/2014,No,1,42.402615,-83.18696,"15341 Mark
(42.402615, -83.18696)",Bethune Community
15359 Mark Twain,22037255.,Farrow Group,$11900.00,09/26/2016,No,1,42.403003,-83.186976,"15359 Mark
(42.403003, -83.186976)",Bethune Community
15363 Steel,22022918.,Homrich,$13400.00,11/12/2015,No,2,42.403348,-83.171862,"15363 Steel
(42.403348, -83.171862)",Bethune Community
15364 LESURE,22032646.,"Adamo Group, Inc.",$13215.00,08/18/2015,No,2,42.403094,-83.180972,"15364 LESURE
(42.403094, -83.180972)",Bethune Community
15372 Ilene,16040213.,Able Demolition,$7200.00,01/17/2014,No,2,42.403701,-83.161575,"15372 Ilene
(42.403701, -83.161575)",Bethune Community
15381 Birwood,16042537.,Rickman Enterprise Group,$13060.00,01/11/2016,No,2,42.40374,-83.164391,"15381 Birwood
(42.40374, -83.164391)",Bethune Community
15382 Strathmoor,22037882.003,Rickman Enterprise Group,$10550.00,09/09/2015,No,1,42.40346,-83.187475,"15382 Strathmoor
(42.40346, -83.187475)",Bethune Community
15387 Hartwell,22029198.,Rickman Enterprise Group,$14900.00,10/14/2015,No,2,42.403595,-83.178426,"15387 Hartwell
(42.403595, -83.178426)",Bethune Community
15389 Steel,22022913.,"Adamo Group, Inc.",$44560.00,05/21/2014,Yes,2,42.403849,-83.17189,"15389 Steel
(42.403849, -83.17189)",Bethune Community
1544 Alter,21062730.,Able Demolition,$21008.00,02/03/2015,No,4,42.378955,-82.941888,"1544 Alter
(42.378955, -82.941888)",Riverbend
15466 Cruse,22034167.,Homrich,$14300.00,02/10/2016,No,2,42.404791,-83.183196,"15466 Cruse
(42.404791, -83.183196)",Bethune Community
15486 Ardmore,22034658.,"Adamo Group, Inc.",$12358.00,07/30/2015,No,2,42.405046,-83.18434,"15486 Ardmore
(42.405046, -83.18434)",Bethune Community
15721 Cheyenne,22026098.,Able Demolition,$9872.75,01/08/2015,No,2,42.40615,-83.175305,"15721 Cheyenne
(42.40615, -83.175305)",Bethune Community
15758 Schaefer,22029998-9,Homrich,$29500.00,12/28/2016,Yes,2,42.406656,-83.178955,"15758 Schaefer
(42.406656, -83.178955)",Bethune Community
15788 Snowden,22027799.,DMC Consultants,$9715.00,06/27/2014,No,2,42.407275,-83.176896,"15788 Snowden
(42.407275, -83.176896)",Bethune Community
15791 Steel,22022880.,Able Demolition,$8962.49,04/29/2015,No,2,42.407429,-83.172058,"15791 Steel
(42.407429, -83.172058)",Bethune Community
15818 Stansbury,22033442.,Smalley,$11325.00,09/19/2016,No,2,42.407798,-83.182218,"15818 Stansbury
(42.407798, -83.182218)",Bethune Community
15842 W Seven Mile,22017223-4,1 Way Service,$18600.00,07/16/2015,Yes,2,42.430583,-83.203693,"15842 W Seven
(42.430583, -83.203693)",Greenfield
15847 Stansbury,22033915.,Brown Environmental Construction,$7122.00,04/16/2016,No,2,42.408167,-83.182886,"15847 Stansbury
(42.408167, -83.182886)",Bethune Community
1585 Alter,21063197.,DMC Consultants,$14645.51,10/05/2015,No,4,42.37929,-82.942785,"1585 Alter
(42.37929, -82.942785)",Riverbend
16103 Kentfield,22100686.,Homrich,$16300.00,07/29/2015,No,1,42.407954,-83.24106,"16103 Kentfield
(42.407954, -83.24106)",Miller Grove
16124 Bentler,22110613.,Rickman Enterprise Group,$20240.00,11/06/2015,No,1,42.40808,-83.251854,"16124 Bentler
(42.40808, -83.251854)",Miller Grove
16134 Blackstone,22109187.,Homrich,$14500.00,06/23/2015,No,1,42.408237,-83.249321,"16134 Blackstone
(42.408237, -83.249321)",Miller Grove
16135 Pierson,22106902.,DMC Consultants,$11375.00,08/17/2016,No,1,42.4083,-83.246629,"16135 Pierson
(42.4083, -83.246629)",Miller Grove
16141 Patton,22104481.,"Adamo Group, Inc.",$13392.00,12/18/2014,No,1,42.408454,-83.24442,"16141 Patton
(42.408454, -83.24442)",Miller Grove
16144 Westbrook,22109799.,Homrich,$13500.00,06/23/2015,No,1,42.408356,-83.250407,"16144 Westbrook
(42.408356, -83.250407)",Miller Grove
16145 Burt Rd,22107890.,"Adamo Group, Inc.",$15967.00,06/20/2016,No,1,42.408409,-83.247786,"16145 Burt Rd
(42.408409, -83.247786)",Miller Grove
16165 Trinity,22108754.,Salenbien Trucking & Excavating Inc.,$22925.00,05/13/2016,No,1,42.408661,-83.248891,"16165 Trinity
(42.408661, -83.248891)",Miller Grove
1617 Alter,21063191.,DMC Consultants,$12348.00,10/05/2015,No,4,42.379735,-82.943074,"1617 Alter
(42.379735, -82.943074)",Riverbend
16191 Patton,22104475.,"Adamo Group, Inc.",$21838.00,09/04/2015,No,1,42.409112,-83.244453,"16191 Patton
(42.409112, -83.244453)",Miller Grove
16208 Bentler,22110621.,Brown Environmental Construction,$10654.00,06/10/2015,No,1,42.409177,-83.251898,"16208 Bentler
(42.409177, -83.251898)",Miller Grove
16209 Patton,22104473.,Homrich,$13500.00,06/15/2015,No,1,42.409332,-83.244465,"16209 Patton
(42.409332, -83.244465)",Miller Grove
1626 Hurlbut,19004282.,Rickman Enterprise Group,$17870.00,08/26/2015,No,5,42.364776,-82.982709,"1626 Hurlbut
(42.364776, -82.982709)",East Village
16503 Stout,22101698.,"Adamo Group, Inc.",$21705.00,08/28/2015,No,1,42.409762,-83.242195,"16503 Stout
(42.409762, -83.242195)",Miller Grove
16514 Trinity,22108554.,Homrich,$14300.00,06/23/2015,No,1,42.409807,-83.248322,"16514 Trinity
(42.409807, -83.248322)",Miller Grove
16564 Pierson,22106564.,"Adamo Group, Inc.",$21725.00,10/19/2015,No,1,42.410539,-83.246089,"16564 Pierson
(42.410539, -83.246089)",Miller Grove
16570 Stout,22101330.,Homrich,$13900.00,06/15/2015,No,1,42.410561,-83.241628,"16570 Stout
(42.410561, -83.241628)",McNichols Evergreen
16703 Pierson,22106881.,ABC Demolition,$17683.33,10/02/2015,No,1,42.4115,-83.246746,"16703 Pierson
(42.4115, -83.246746)",Miller Grove
16804 Westbrook,22109829.,ABC Demolition,$12538.40,10/06/2015,No,1,42.4128,-83.25058,"16804 Westbrook
(42.4128, -83.25058)",Miller Grove
17145 Vaughan,22098196.,Salenbien Trucking & Excavating Inc.,$6570.20,03/28/2016,No,1,42.41587,-83.239477,"17145 Vaughan
(42.41587, -83.239477)",Holcomb Community
17146 Chapel,22111389.,Homrich,$14560.00,04/26/2016,No,1,42.415579,-83.253494,"17146 Chapel
(42.415579, -83.253494)",Holcomb Community
17150 Kentfield,22100289.,MCM,$12244.00,09/18/2014,No,1,42.41591,-83.240859,"17150 Kentfield
(42.41591, -83.240859)",Holcomb Community
17151 Kentfield,22100635.,Rickman Enterprise Group,$22080.00,10/13/2015,No,1,42.415919,-83.241546,"17151 Kentfield
(42.415919, -83.241546)",Holcomb Community
17151 Trinity,22108721.002L,Homrich,$22400.00,11/19/2014,No,1,42.415697,-83.249648,"17151 Trinity
(42.415697, -83.249648)",Holcomb Community
17156 Vaughan,22097845.,Homrich,$8930.00,07/05/2016,No,1,42.416071,-83.238927,"17156 Vaughan
(42.416071, -83.238927)",Holcomb Community
17161 Kentfield,22100634.,Homrich,$15800.00,12/17/2014,No,1,42.416029,-83.241551,"17161 Kentfield
(42.416029, -83.241551)",Holcomb Community
17165 Vaughan,22098194.002L,Homrich,$12100.00,12/18/2014,No,1,42.416158,-83.239492,"17165 Vaughan
(42.416158, -83.239492)",Holcomb Community
17166 Vaughan,22097846.,"Adamo Group, Inc.",$10917.00,06/22/2016,No,1,42.416167,-83.238931,"17166 Vaughan
(42.416167, -83.238931)",Holcomb Community
17167 Heyden,22099588.,MCM,$15368.00,09/22/2014,No,1,42.416135,-83.240437,"17167 Heyden
(42.416135, -83.240437)",Holcomb Community
17172 Vaughan,22097847.,"Adamo Group, Inc.",$7519.78,09/16/2014,No,1,42.416263,-83.238935,"17172 Vaughan
(42.416263, -83.238935)",Holcomb Community
17177 Trinity,22108720.,Homrich,$15200.00,11/19/2014,No,1,42.416057,-83.24967,"17177 Trinity
(42.416057, -83.24967)",Holcomb Community
17179 Kentfield,22100632.,MCM,$8875.00,09/18/2014,No,1,42.416248,-83.241563,"17179 Kentfield
(42.416248, -83.241563)",Holcomb Community
18494 Trinity,22108630.,MCM,$7951.00,09/22/2014,No,1,42.425657,-83.249215,"18494 Trinity
(42.425657, -83.249215)",Holcomb Community
17186 Vaughan,22097849.001,"Adamo Group, Inc.",$14521.00,06/22/2016,No,1,42.416455,-83.238943,"17186 Vaughan
(42.416455, -83.238943)",Holcomb Community
17187 CHAPEL,22111576-8,ABC Demolition,$9930.00,11/01/2014,No,1,42.416112,-83.254169,"17187 CHAPEL
(42.416112, -83.254169)",Holcomb Community
17190 Kentfield,22100294.,MCM,$10899.00,09/18/2014,No,1,42.416445,-83.240886,"17190 Kentfield
(42.416445, -83.240886)",Holcomb Community
17191 Trinity,22108719.,Homrich,$22900.00,11/19/2014,No,1,42.416238,-83.249681,"17191 Trinity
(42.416238, -83.249681)",Holcomb Community
17195 Evergreen,22096229.,Homrich,$11478.63,09/03/2014,No,1,42.41656,-83.238568,"17195 Evergreen
(42.41656, -83.238568)",Holcomb Community
17207 Heyden,22099583.,Homrich,$28000.00,01/19/2015,No,1,42.416663,-83.240462,"17207 Heyden
(42.416663, -83.240462)",Holcomb Community
17207 Vaughan,22098190.,"Adamo Group, Inc.",$16541.95,10/20/2014,No,1,42.416734,-83.239518,"17207 Vaughan
(42.416734, -83.239518)",Holcomb Community
17208 Vaughan,22097851.,"Direct Construction Services, LLC",$5067.33,02/05/2016,No,1,42.416743,-83.238956,"17208 Vaughan
(42.416743, -83.238956)",Holcomb Community
17230 Kentfield,22100299.,MCM,$10359.00,09/18/2014,No,1,42.41698,-83.240914,"17230 Kentfield
(42.41698, -83.240914)",Holcomb Community
17231 Bentler,22110842.,Homrich,$11579.97,08/21/2014,No,1,42.416686,-83.253134,"17231 Bentler
(42.416686, -83.253134)",Holcomb Community
17231 Trinity,22108716.,Homrich,$8300.00,04/25/2016,No,1,42.416781,-83.249714,"17231 Trinity
(42.416781, -83.249714)",Holcomb Community
17232 Patton,22104063.,"Adamo Group, Inc.",$12655.25,09/27/2014,No,1,42.41693,-83.244486,"17232 Patton
(42.41693, -83.244486)",Holcomb Community
17236 Vaughan,22097854.,"Adamo Group, Inc.",$8624.00,07/29/2014,No,1,42.417127,-83.238973,"17236 Vaughan
(42.417127, -83.238973)",Holcomb Community
17240 Vaughan,22097855.,"Adamo Group, Inc.",$11486.35,09/12/2014,No,1,42.417223,-83.238977,"17240 Vaughan
(42.417223, -83.238977)",Holcomb Community
17250 Vaughan,22097856.,"Adamo Group, Inc.",$22351.45,09/12/2014,No,1,42.417319,-83.238982,"17250 Vaughan
(42.417319, -83.238982)",Holcomb Community
17256 Trinity,22108582.001,MCM,$11380.00,09/22/2014,No,1,42.417108,-83.248431,"17256 Trinity
(42.417108, -83.248431)",Holcomb Community
17270 Trinity,22108582.003,"Adamo Group, Inc.",$16956.00,12/09/2014,No,1,42.417289,-83.248441,"17270 Trinity
(42.417289, -83.248441)",Holcomb Community
17282 PIERSON,22106602.,Rickman Enterprise Group,$16260.00,07/27/2015,No,1,42.417531,-83.246949,"17282 PIERSON
(42.417531, -83.246949)",Holcomb Community
17283 Trinity,22108710-1,"Adamo Group, Inc.",$12384.00,06/20/2016,No,1,42.417464,-83.24961,"17283 Trinity
(42.417464, -83.24961)",Holcomb Community
17291 Trinity,22108709.,Homrich,$22500.00,11/19/2014,No,1,42.417556,-83.249609,"17291 Trinity
(42.417556, -83.249609)",Holcomb Community
17294 Braile,22105360.,Rickman Enterprise Group,$14240.00,08/13/2015,No,1,42.417735,-83.245757,"17294 Braile
(42.417735, -83.245757)",Holcomb Community
17300 Heyden,22099263-4,Homrich,$14800.00,12/17/2014,No,1,42.417552,-83.239937,"17300 Heyden
(42.417552, -83.239937)",Holcomb Community
17304 Vaughan,22097857.,"Adamo Group, Inc.",$12734.00,06/22/2016,No,1,42.417549,-83.238992,"17304 Vaughan
(42.417549, -83.238992)",Holcomb Community
17312 Fielding,22102691.,Rickman Enterprise Group,$21210.00,10/15/2015,No,1,42.417563,-83.243321,"17312 Fielding
(42.417563, -83.243321)",Holcomb Community
17314 Vaughan,22097859.,"Adamo Group, Inc.",$18299.93,09/11/2014,No,1,42.417735,-83.239,"17314 Vaughan
(42.417735, -83.239)",Holcomb Community
17315 Vaughan,22098183.,"Adamo Group, Inc.",$10517.24,09/11/2014,No,1,42.417717,-83.239562,"17315 Vaughan
(42.417717, -83.239562)",Holcomb Community
17316 Kentfield,22100303.,MCM,$13085.00,09/18/2014,No,1,42.41769,-83.240951,"17316 Kentfield
(42.41769, -83.240951)",Holcomb Community
17322 Vaughan,22097860.,"Adamo Group, Inc.",$17459.11,09/10/2014,No,1,42.417831,-83.239003,"17322 Vaughan
(42.417831, -83.239003)",Holcomb Community
17330 Trinity,22108586.,Homrich,$22800.00,11/19/2014,No,1,42.418059,-83.248486,"17330 Trinity
(42.418059, -83.248486)",Holcomb Community
17331 Westbrook,22110077.,Homrich,$22100.00,03/12/2015,No,1,42.418151,-83.251356,"17331 Westbrook
(42.418151, -83.251356)",Holcomb Community
17334 Kentfield,22100305.,Rickman Enterprise Group,$16740.00,10/09/2015,No,1,42.417909,-83.240962,"17334 Kentfield
(42.417909, -83.240962)",Holcomb Community
17335 Trinity,22108704.,Homrich,$20000.00,11/19/2014,No,1,42.418189,-83.24945,"17335 Trinity
(42.418189, -83.24945)",Holcomb Community
17339 Braile,22105587.,MCM,$12304.00,09/19/2014,No,1,42.418286,-83.246486,"17339 Braile
(42.418286, -83.246486)",Holcomb Community
17343 Stout,22101650.,ABC Demolition,$22250.00,10/19/2015,No,1,42.417997,-83.242855,"17343 Stout
(42.417997, -83.242855)",Holcomb Community
17343 Trinity,22108703.,MCM,$12596.00,09/22/2014,No,1,42.418293,-83.249457,"17343 Trinity
(42.418293, -83.249457)",Holcomb Community
17350 Westbrook,22109853.,ABC Demolition,$28750.00,10/20/2015,No,1,42.418441,-83.250672,"17350 Westbrook
(42.418441, -83.250672)",Holcomb Community
17352 Patton,22104072.,Rickman Enterprise Group,$21080.00,10/14/2015,No,1,42.418063,-83.244539,"17352 Patton
(42.418063, -83.244539)",Holcomb Community
17352 Stout,22101380.,DMC Consultants,$8558.00,08/19/2016,No,1,42.418133,-83.242164,"17352 Stout
(42.418133, -83.242164)",Holcomb Community
17352 Trinity,22108588.002L,ABC Demolition,$14738.40,09/30/2015,No,1,42.418445,-83.248508,"17352 Trinity
(42.418445, -83.248508)",Holcomb Community
17354 Braile,22105366.,"Adamo Group, Inc.",$14164.15,03/05/2015,No,1,42.418558,-83.245805,"17354 Braile
(42.418558, -83.245805)",Holcomb Community
17355 Heyden,22099571.,Homrich,$22900.00,01/22/2015,No,1,42.418232,-83.240537,"17355 Heyden
(42.418232, -83.240537)",Holcomb Community
17364 Vaughan,22097865.,Blue Star,$22300.00,08/15/2017,No,1,42.418356,-83.239026,"17364 Vaughan
(42.418356, -83.239026)",Holcomb Community
17365 Kentfield,22100617.,MCM,$10766.00,09/18/2014,No,1,42.418314,-83.241662,"17365 Kentfield
(42.418314, -83.241662)",Holcomb Community
17371 Heyden,22099569.,MCM,$24585.00,09/22/2014,No,1,42.418424,-83.240546,"17371 Heyden
(42.418424, -83.240546)",Holcomb Community
17375 Vaughan,22098176.,Homrich,$13600.00,01/16/2015,No,1,42.418508,-83.239595,"17375 Vaughan
(42.418508, -83.239595)",Holcomb Community
17376 Heyden,22099272.,Rickman Enterprise Group,$15000.00,10/13/2015,No,1,42.418534,-83.239977,"17376 Heyden
(42.418534, -83.239977)",Holcomb Community
17376 Kentfield,22100310.,MCM,$10182.00,09/18/2014,No,1,42.418516,-83.24099,"17376 Kentfield
(42.418516, -83.24099)",Holcomb Community
17380 TRINITY,22108591-2,ABC Demolition,$19170.00,11/10/2014,No,1,42.418809,-83.248871,"17380 TRINITY
(42.418809, -83.248871)",Holcomb Community
17382 Heyden,22099273.,"Adamo Group, Inc.",$7818.00,07/25/2014,No,1,42.41863,-83.239982,"17382 Heyden
(42.41863, -83.239982)",Holcomb Community
17382 Vaughan,22097868.,"Adamo Group, Inc.",$6811.82,09/08/2014,No,1,42.418656,-83.239039,"17382 Vaughan
(42.418656, -83.239039)",Holcomb Community
17390 Vaughan,22097869.,"Adamo Group, Inc.",$15237.83,09/15/2014,No,1,42.418752,-83.239043,"17390 Vaughan
(42.418752, -83.239043)",Holcomb Community
17391 Evergreen,22096210.,Homrich,$12446.42,08/22/2014,No,1,42.418762,-83.238664,"17391 Evergreen
(42.418762, -83.238664)",Holcomb Community
17396 Vaughan,22097870.,"Adamo Group, Inc.",$9669.39,09/05/2014,No,1,42.418848,-83.239047,"17396 Vaughan
(42.418848, -83.239047)",Holcomb Community
17397 Heyden,22099565.,Rickman Enterprise Group,$10320.00,10/13/2015,No,1,42.418808,-83.240563,"17397 Heyden
(42.418808, -83.240563)",Holcomb Community
17401 Vaughan,22098174.,ABC Demolition,$18838.40,10/10/2015,No,1,42.418734,-83.239604,"17401 Vaughan
(42.418734, -83.239604)",Holcomb Community
17417 Evergreen,22096206.,Homrich,$14500.00,12/17/2014,No,1,42.419112,-83.238679,"17417 Evergreen
(42.419112, -83.238679)",Holcomb Community
17418 Vaughan,22097872.,MCM,$16844.00,09/23/2014,No,1,42.419081,-83.239058,"17418 Vaughan
(42.419081, -83.239058)",Holcomb Community
17500 Stout,22101388.001,"Adamo Group, Inc.",$9677.01,09/23/2014,No,1,42.41927,-83.242226,"17500 Stout
(42.41927, -83.242226)",Holcomb Community
