date,district,latitude,longitude
07/11/2016,7,42.376115,-83.233131
09/26/2014,7,42.375959,-83.235967
12/09/2015,4,42.419674,-82.988708
04/07/2014,7,42.376593,-83.208228
08/29/2014,7,42.375955,-83.245408
05/19/2016,4,42.414659,-82.992316
12/09/2015,4,42.419777,-82.988746
08/16/2015,4,42.413262,-82.991149
08/30/2014,7,42.376129,-83.235492
10/12/2015,7,42.376149,-83.234815
02/07/2014,4,42.417666,-82.994162
08/29/2014,7,42.376064,-83.245412
12/09/2015,4,42.419853,-82.988853
08/29/2014,7,42.376173,-83.244721
07/23/2015,7,42.378195,-83.158438
06/22/2015,7,42.37626,-83.234289
07/13/2016,7,42.37618,-83.242907
06/12/2015,7,42.376631,-83.216147
08/30/2014,7,42.376176,-83.245414
06/24/2015,7,42.377986,-83.160123
05/11/2016,4,42.419929,-82.98896
10/05/2015,7,42.378082,-83.160126
06/09/2016,5,42.386404,-83.09804
04/14/2016,4,42.414707,-82.992183
11/11/2016,7,42.378412,-83.143237
12/04/2015,4,42.420005,-82.989067
11/16/2015,4,42.413471,-82.990886
09/25/2014,5,42.374193,-83.089724
05/21/2016,6,42.308993,-83.110393
07/23/2015,7,42.378491,-83.159059
08/20/2015,7,42.378072,-83.161097
10/12/2015,4,42.415107,-82.9921
04/14/2016,4,42.414801,-82.991915
06/06/2016,7,42.378041,-83.16055
07/22/2015,7,42.378167,-83.160597
08/26/2014,4,42.41314,-82.990214
08/10/2015,7,42.378744,-83.158459
09/13/2016,1,42.388734,-83.256903
08/06/2014,5,42.3766,-83.080204
07/29/2014,7,42.37703,-83.206952
12/30/2014,7,42.376477,-83.23977
03/24/2015,7,42.376525,-83.234295
02/16/2017,5,42.389241,-83.108571
08/26/2014,7,42.376449,-83.244724
02/18/2014,7,42.376868,-83.216158
09/06/2014,7,42.376537,-83.244727
07/22/2015,7,42.378424,-83.161191
10/12/2015,4,42.415707,-82.991875
09/26/2014,7,42.376621,-83.234299
03/01/2017,4,42.403227,-82.983391
01/12/2015,4,42.410408,-82.987934
02/09/2017,5,42.383336,-83.126108
07/24/2015,4,42.37692,-82.94352
02/14/2014,4,42.420113,-82.990147
06/07/2016,6,42.279138,-83.14606
09/15/2014,5,42.384706,-83.097023
11/19/2014,3,42.408779,-83.058973
08/27/2014,5,42.387726,-83.099073
08/29/2015,3,42.405657,-83.067688
07/22/2015,7,42.378604,-83.161663
07/28/2014,3,42.408858,-83.059028
04/17/2014,7,42.378042,-83.172904
05/21/2016,6,42.279511,-83.146929
08/16/2015,4,42.420203,-82.988614
01/07/2015,7,42.378697,-83.162151
02/10/2017,5,42.389623,-83.108912
09/08/2014,7,42.377145,-83.244789
03/30/2015,7,42.377152,-83.244141
